Over_Drawn_MEAN,Missed_Payment_Date_MEAN,AMT_DRAWINGS_ATM_CURRENT_MEAN,AMT_BALANCE_MEAN,DAYS_BIRTH,CNT_DRAWINGS_CURRENT_MEAN,DAYS_CREDIT_ENDDATE_MEAN,DAYS_REGISTRATION,DAYS_CREDIT_ENDDATE_MIN,CREDIT_TYPE_Credit_card_MEAN,TARGET,SK_ID_CURR
0.0,0.0,0.0,0.0,-11880.0,0.0,1357.0,-2284.0,939.0,0.0,0.0,100291
0.0,0.0,0.0,0.0,-21180.0,0.0,-170.5,-1702.0,-624.0,0.125,0.0,100292
0.0,0.0,0.0,0.0,-14250.0,0.0,-857.0,-3842.0,-1648.0,0.5,0.0,100293
0.0,0.0,0.0,0.0,-21000.0,0.0,-493.2,-8780.0,-2052.0,0.1428,0.0,100294
0.0,0.0,0.0,0.0,-11360.0,0.0,-17.2,-335.0,-1134.0,0.1666,1.0,100295
0.857,0.0,13435.714,128773.336,-17180.0,1.571,0.0,-4256.0,0.0,0.0,0.0,100296
0.0,0.087,0.0,0.0,-10424.0,0.0,0.0,-2608.0,0.0,0.0,0.0,100297
0.06665,0.06976,18750.0,358866.88,-16220.0,0.1666,781.5,-3424.0,-138.0,0.5,0.0,100298
0.0,0.2031,0.0,0.0,-19040.0,0.0,-1043.0,-6644.0,-1339.0,0.0,0.0,100299
0.0,0.276,0.0,0.0,-12210.0,0.0,1087.0,-6348.0,1087.0,0.0,1.0,100300
0.0,0.2727,0.0,0.0,-8290.0,0.0,3516.0,-3062.0,-116.0,0.2222,1.0,100301
0.25,0.0,14827.5,155272.88,-9100.0,6.5,301.5,-5870.0,-195.0,0.2307,0.0,100302
0.1111,0.0,92250.0,503951.22,-24000.0,7.555,-378.5,-2240.0,-940.0,0.4,0.0,100303
0.0,0.0,0.0,0.0,-22800.0,0.0,-1288.0,-7960.0,-2284.0,0.3635,0.0,100304
0.0,0.0,0.0,0.0,-9010.0,0.0,0.0,-7896.0,0.0,0.0,0.0,100305
0.1522,0.0446,3414.1304,21848.635,-16540.0,0.3804,2926.0,-2196.0,-2700.0,0.3845,0.0,100307
0.0,0.093,0.0,0.0,-14536.0,0.0,-231.0,-3776.0,-978.0,0.4,0.0,100308
0.0,0.0,0.0,0.0,-16100.0,0.0,-1902.0,-7188.0,-2346.0,0.5,0.0,100309
0.0,0.0,0.0,0.0,-14660.0,0.0,699.5,-688.0,-367.0,0.3333,0.0,100310
0.0,0.2222,0.0,0.0,-22510.0,0.0,-549.0,-6984.0,-2030.0,0.1,0.0,100313
0.0,0.0,0.0,0.0,-10780.0,0.0,-1374.0,-5250.0,-2496.0,0.0,0.0,100314
0.0,0.0769,0.0,0.0,-10200.0,0.0,1328.0,-6424.0,-801.0,0.1428,0.0,100315
0.011765,0.0,2038.2354,21034.346,-15070.0,0.153,-410.0,-1725.0,-1928.0,0.2222,0.0,100316
0.3953,0.0,16534.883,407970.5,-17010.0,1.372,2294.0,-3274.0,-2658.0,0.2,0.0,100317
0.0,0.0,0.0,0.0,-9624.0,0.0,10550.0,-709.0,10550.0,1.0,0.0,100318
0.0,0.4285,0.0,0.0,-11630.0,0.0,572.5,-7868.0,-2332.0,0.0,0.0,100319
0.0,0.2106,0.0,0.0,-12000.0,0.0,1330.0,-2562.0,-1400.0,0.3333,0.0,100320
0.2,0.0,54000.0,73546.06,-13540.0,2.3,2140.0,-1602.0,124.0,0.1428,0.0,100321
0.0,0.0,0.0,0.0,-19300.0,0.0,-101.5,-7172.0,-886.0,0.0,0.0,100322
0.0,0.0,0.0,0.0,-18200.0,0.0,0.0,-4628.0,0.0,0.0,0.0,100323
0.0,0.2917,0.0,0.0,-10470.0,0.0,0.0,-4920.0,0.0,0.0,0.0,100324
0.0,0.3108,0.0,0.0,-20380.0,0.0,847.5,-4024.0,-2188.0,0.1111,0.0,100325
0.0,0.2,0.0,0.0,-22080.0,0.0,0.0,-6748.0,0.0,0.0,1.0,100326
0.11456,0.05356,5463.2812,105309.84,-20320.0,0.4062,1420.0,-10940.0,1420.0,0.0,0.0,100327
0.0,0.0,0.0,0.0,-15864.0,0.0,-394.2,-2464.0,-720.0,0.0,0.0,100328
0.04544,0.02586,3835.2273,49740.832,-20000.0,0.2273,-65.0,-2392.0,-65.0,1.0,0.0,100329
0.0,0.0,0.0,0.0,-23440.0,0.0,-598.0,-14610.0,-1518.0,0.2,0.0,100332
0.0,0.05554,0.0,0.0,-10440.0,0.0,2526.0,-4750.0,-162.0,0.4285,0.0,100333
0.0,0.0,0.0,0.0,-18670.0,0.0,-1515.0,-6710.0,-2340.0,0.0,0.0,100334
0.0,0.0,0.0,0.0,-23420.0,0.0,-1623.0,-14296.0,-2630.0,0.25,0.0,100335
0.0,0.0345,19725.0,278790.25,-13990.0,1.634,3624.0,-8110.0,-2598.0,0.3125,1.0,100336
0.0,0.0,0.0,0.0,-9330.0,0.0,0.0,-599.0,0.0,0.0,0.0,100337
0.25,0.01852,11484.782,85033.625,-21300.0,1.667,-565.0,-11810.0,-2606.0,0.4167,0.0,100338
0.711,0.0392,2835.0,131001.734,-21540.0,0.422,2810.0,-3182.0,-2540.0,0.2856,0.0,100339
0.11456,0.02646,5718.75,57202.473,-13080.0,0.3438,0.0,-4200.0,0.0,0.0,0.0,100340
0.0,0.0,0.0,0.0,-20350.0,0.0,-189.6,-1799.0,-1905.0,0.2,0.0,100341
0.0,0.0,0.0,0.0,-8400.0,0.0,5204.0,-4664.0,-338.0,0.1666,0.0,100342
0.0,0.0,0.0,0.0,-10936.0,0.0,-152.2,-5252.0,-1167.0,0.2856,0.0,100343
0.0,0.03226,0.0,0.0,-11290.0,0.0,-1125.0,-3134.0,-1886.0,0.0,0.0,100344
0.06665,0.0,30937.5,91535.65,-21150.0,0.933,-701.0,-5892.0,-701.0,0.0,0.0,100345
0.0,0.0,0.0,0.0,-17680.0,0.0,433.8,-10600.0,-298.0,0.0,0.0,100346
0.0125,0.1377,1687.5,8123.844,-21420.0,0.0375,-434.0,-13510.0,-434.0,0.0,0.0,100347
0.0,0.0,0.0,0.0,-10390.0,0.0,0.0,-8696.0,0.0,1.0,0.0,100348
0.0,0.0714,0.0,0.0,-23340.0,0.0,65.3,-11760.0,-1610.0,0.04,0.0,100349
0.5957,0.0476,3778.9773,54828.027,-22750.0,0.798,-575.0,-124.0,-1916.0,0.1111,0.0,100350
0.0,0.05713,0.0,0.0,-22610.0,0.0,-392.8,-930.0,-588.0,0.3333,0.0,100351
0.0,0.0,0.0,0.0,-17940.0,0.0,0.0,-13470.0,0.0,0.0,0.0,100353
0.0,0.255,0.0,0.0,-9256.0,0.0,0.0,-3948.0,0.0,0.0,0.0,100354
0.0,0.0909,0.0,0.0,-9176.0,0.0,0.0,-4828.0,0.0,0.0,0.0,100355
0.0,0.2942,0.0,0.0,-21140.0,0.0,584.0,-4410.0,-317.0,0.25,0.0,100356
0.0,0.1666,0.0,0.0,-9170.0,0.0,109.0,-9170.0,-106.0,0.3333,0.0,100357
0.0,0.0,0.0,0.0,-14920.0,0.0,-921.0,-3884.0,-2148.0,0.0,0.0,100359
0.0,0.0,0.0,0.0,-19680.0,0.0,-1750.0,-5544.0,-2240.0,0.5,0.0,100360
0.0,0.0,0.0,0.0,-17100.0,0.0,-1331.0,-5508.0,-1352.0,0.0,0.0,100361
0.0,0.0,0.0,0.0,-17440.0,0.0,2013.0,-10184.0,-2042.0,0.1818,0.0,100362
0.0,0.0,0.0,0.0,-14880.0,0.0,-105.0,-1140.0,-224.0,0.0,0.0,100363
0.0,0.06174,16821.428,38773.414,-17500.0,0.923,-539.0,-8460.0,-539.0,0.0,0.0,100364
0.0,0.0476,0.0,0.0,-20430.0,0.0,95.3,-2564.0,-406.0,0.0,0.0,100365
0.0,0.0,0.0,0.0,-11790.0,0.0,263.8,-5644.0,-501.0,1.0,0.0,100366
0.0,0.0,0.0,0.0,-11290.0,0.0,212.6,-1929.0,-636.0,0.2,0.0,100368
0.0,0.06665,19607.143,158118.62,-19330.0,1.2,-1468.0,-67.0,-2240.0,0.0,0.0,100369
0.0,0.0,0.0,0.0,-23200.0,0.0,-753.5,-9510.0,-2156.0,0.3333,0.0,100370
0.0,0.0,0.0,0.0,-14770.0,0.0,-404.2,-3240.0,-2668.0,0.3333,0.0,100371
0.0,0.1428,0.0,0.0,-21900.0,0.0,-934.5,-2320.0,-2436.0,0.25,0.0,100372
0.0,0.0,0.0,0.0,-15016.0,0.0,491.8,-2348.0,-1490.0,0.4,0.0,100373
0.0,0.353,0.0,0.0,-14980.0,0.0,154.6,-7656.0,-938.0,0.0,0.0,100374
0.0,0.0,0.0,0.0,-21550.0,0.0,399.0,-13060.0,399.0,0.0,0.0,100375
0.0,0.05554,0.0,0.0,-18830.0,0.0,613.5,-8690.0,-614.0,0.0833,0.0,100376
0.0,0.0,0.0,0.0,-14260.0,0.0,0.0,-6024.0,0.0,0.0,0.0,100377
0.2222,0.0,25714.285,50350.066,-15016.0,1.111,-1036.0,-3996.0,-1987.0,0.2,0.0,100378
0.125,0.0,23625.0,152747.1,-19000.0,0.5,0.0,-5340.0,0.0,0.0,0.0,100379
0.0,0.0,0.0,0.0,-15020.0,0.0,0.0,-3.0,0.0,0.0,0.0,100380
0.0,0.3928,0.0,0.0,-11224.0,0.0,-1173.0,-5620.0,-1173.0,1.0,0.0,100381
0.0,0.04544,0.0,0.0,-13750.0,0.0,176.8,-256.0,-797.0,0.2,0.0,100383
0.0,0.02174,0.0,135960.7,-13300.0,2.7,56.56,-395.0,-1648.0,0.0,0.0,100387
0.0,0.03845,0.0,0.0,-18930.0,0.0,-457.2,-10610.0,-1732.0,0.2,0.0,100388
0.0,0.1428,0.0,0.0,-14216.0,0.0,0.0,-3184.0,0.0,0.0,0.0,100389
0.0,0.0,0.0,0.0,-11800.0,0.0,-586.0,-334.0,-586.0,0.0,0.0,100390
0.0,0.06665,0.0,0.0,-18320.0,0.0,-624.0,-2884.0,-2023.0,0.3333,0.0,100391
0.0,0.0,0.0,0.0,-12330.0,0.0,-182.0,-560.0,-1536.0,0.25,0.0,100392
0.0,0.0,0.0,0.0,-14970.0,0.0,2816.0,-954.0,-2402.0,0.2727,0.0,100393
0.0,0.0,0.0,0.0,-23730.0,0.0,-135.0,-3368.0,-135.0,0.0,0.0,100394
0.0,0.007298,1837.5,11033.136,-16720.0,0.1562,141.6,-8900.0,-484.0,0.3333,0.0,100395
0.0,0.0833,0.0,0.0,-13704.0,0.0,795.0,-7810.0,-52.0,0.5,1.0,100396
0.010414,0.008,0.0,21902.871,-22770.0,0.04166,-839.5,-10040.0,-1741.0,0.0,0.0,100397
0.0,0.0,0.0,0.0,-20020.0,0.0,0.0,-4664.0,0.0,0.0,0.0,100398
0.0,0.0,0.0,0.0,-23180.0,0.0,-1222.0,-13630.0,-2104.0,0.1428,0.0,100400
0.0,0.1666,0.0,0.0,-20200.0,0.0,0.0,-973.0,0.0,0.0,1.0,100401
0.0,0.0,0.0,0.0,-19780.0,0.0,0.0,-11250.0,0.0,0.0,0.0,100402
0.0,0.03705,89935.71,221426.94,-10616.0,6.25,-322.2,-2120.0,-2448.0,0.2666,0.0,100403
0.0,0.0,0.0,0.0,-8600.0,0.0,0.0,-1058.0,0.0,0.0,0.0,100405
0.04544,0.0659,14277.272,55000.746,-20850.0,4.316,-112.0,-774.0,-112.0,0.0,0.0,100406
0.0,0.0,0.0,0.0,-11580.0,0.0,-183.8,-5276.0,-1556.0,0.3333,0.0,100407
0.0,0.0,0.0,0.0,-15784.0,0.0,0.0,-3928.0,0.0,0.0,0.0,100408
0.909,0.02777,8345.454,93150.7,-10540.0,2.545,9144.0,-4480.0,-35.0,0.3333,0.0,100409
0.179,0.093,2984.2104,116296.164,-14240.0,0.3474,0.0,-8320.0,0.0,0.0,0.0,100410
0.0,0.25,0.0,0.0,-19410.0,0.0,783.0,-1006.0,-381.0,0.3333,0.0,100411
0.0,0.05554,0.0,0.0,-11040.0,0.0,0.0,-1379.0,0.0,0.0,0.0,100412
0.0,0.2917,0.0,0.0,-22770.0,0.0,0.0,-4730.0,0.0,0.0,0.0,100413
0.09753,0.05103,740.85364,25439.047,-12360.0,0.0732,-850.5,-5972.0,-2043.0,0.0,0.0,100414
0.0,0.0,0.0,0.0,-13550.0,0.0,-499.0,-755.0,-1462.0,0.4,0.0,100415
0.0595,0.02777,2637.5,57758.4,-16130.0,0.2142,-118.25,-9170.0,-1227.0,0.25,0.0,100417
0.625,0.125,5062.5,85042.5,-13280.0,0.9375,-229.0,-562.0,-231.0,0.5,0.0,100418
0.0,0.0,0.0,0.0,-20430.0,0.0,-798.5,-6330.0,-1232.0,0.0,0.0,100419
0.0,0.0,0.0,0.0,-14280.0,0.0,-1514.0,-8330.0,-1514.0,0.5,0.0,100420
0.0,0.3655,0.0,0.0,-19090.0,0.0,-765.5,-4344.0,-2310.0,0.2,0.0,100421
0.0,0.05,0.0,0.0,-16376.0,0.0,8830.0,-673.0,-2252.0,0.2856,0.0,100423
0.0,0.1071,0.0,0.0,-18300.0,0.0,174.0,-4004.0,174.0,0.0,1.0,100424
0.0,0.0,0.0,0.0,-12984.0,0.0,-432.0,-3476.0,-2045.0,0.1111,0.0,100425
0.0,0.125,0.0,0.0,-13460.0,0.0,1084.0,-5852.0,690.0,0.0,0.0,100427
0.0,0.0,0.0,0.0,-20000.0,0.0,3516.0,-393.0,-2612.0,0.1666,0.0,100428
0.0,0.1321,3515.625,38466.285,-15440.0,0.625,-472.2,-7216.0,-905.0,0.2,0.0,100429
0.0,0.0741,0.0,0.0,-8650.0,0.0,31090.0,-832.0,31090.0,1.0,0.0,100430
0.0,0.2142,0.0,0.0,-19650.0,0.0,-590.5,-2496.0,-2296.0,0.129,0.0,100431
0.0,0.3333,0.0,0.0,-10344.0,0.0,445.0,-2128.0,-1476.0,0.1666,0.0,100432
0.0,0.0,0.0,0.0,-16050.0,0.0,-786.0,-10140.0,-1340.0,0.0,0.0,100433
0.0,0.2693,0.0,0.0,-17860.0,0.0,4556.0,-11930.0,-2124.0,0.3333,0.0,100434
0.0,0.2174,0.0,0.0,-16460.0,0.0,462.5,-3290.0,-877.0,0.0,0.0,100435
0.0,0.0,0.0,67.30312,-19340.0,0.02083,-264.5,-13250.0,-826.0,1.0,0.0,100436
0.0,0.04166,0.0,0.0,-21400.0,0.0,-311.5,-3940.0,-609.0,0.0,0.0,100437
0.0,0.2727,0.0,0.0,-8040.0,0.0,-87.0,-8040.0,-87.0,0.6665,1.0,100439
0.0,0.0789,0.0,0.0,-23900.0,0.0,-1281.0,-12296.0,-1281.0,0.0,0.0,100440
0.1666,0.0,23175.0,30334.62,-20180.0,0.5,-288.5,-240.0,-1005.0,0.0,0.0,100441
0.0,0.0,0.0,0.0,-18720.0,0.0,0.0,-8456.0,0.0,0.0,0.0,100442
0.0,0.2593,0.0,0.0,-23060.0,0.0,-772.0,-3976.0,-2144.0,0.2222,0.0,100443
0.0,0.2812,0.0,0.0,-11700.0,0.0,-387.2,-2746.0,-1609.0,0.25,0.0,100448
0.0,0.0,0.0,0.0,-16830.0,0.0,1290.0,-8720.0,877.0,0.3333,0.0,100449
0.0,0.0702,0.0,0.0,-19500.0,0.0,257.0,-8370.0,257.0,0.5,0.0,100451
0.10846,0.02325,1257.8313,20657.846,-18770.0,0.08435,0.0,-6556.0,0.0,0.0,1.0,100452
0.1875,0.144,3954.375,76427.87,-12190.0,0.3,-381.8,-1371.0,-1835.0,0.0,0.0,100453
0.0,0.0,0.0,0.0,-13530.0,0.0,1051.0,-987.0,1051.0,1.0,0.0,100454
0.0,0.2307,0.0,0.0,-11520.0,0.0,1805.0,-37.0,-519.0,0.625,0.0,100455
0.0,0.375,0.0,0.0,-12360.0,0.0,2748.0,-2092.0,-1162.0,0.3333,0.0,100456
0.0,0.0,0.0,0.0,-8920.0,0.0,0.0,-8880.0,0.0,0.0,0.0,100457
0.0,0.0,0.0,0.0,-20640.0,0.0,-124.0,-12780.0,-1714.0,0.6665,0.0,100458
0.0,0.1923,0.0,0.0,-15830.0,0.0,393.2,-8344.0,-1277.0,0.1666,0.0,100459
0.0,0.0,0.0,0.0,-9840.0,0.0,-1155.0,-2292.0,-2054.0,0.2,0.0,100460
0.2974,0.08545,23594.594,174351.23,-15870.0,1.486,-320.2,-7596.0,-888.0,0.4,0.0,100461
0.0,0.0,0.0,0.0,-16400.0,0.0,355.8,-457.0,-2560.0,0.3076,0.0,100462
0.0,0.03125,0.0,0.0,-14400.0,0.0,-645.0,-4216.0,-1353.0,0.0,0.0,100463
0.0,0.03278,0.0,0.0,-9820.0,0.0,0.0,-3990.0,0.0,1.0,0.0,100464
0.0,0.1919,4134.375,111975.97,-15784.0,9.945,0.0,-8176.0,0.0,0.0,0.0,100465
0.0,0.0,0.0,0.0,-17940.0,0.0,0.0,-2052.0,0.0,0.0,0.0,100467
0.0,0.0,25714.285,95232.54,-18290.0,0.3928,0.0,-229.0,0.0,0.0,0.0,100468
0.0,0.0,0.0,0.0,-10490.0,0.0,0.0,-4.0,0.0,0.0,0.0,100469
0.0,0.0,0.0,0.0,-15600.0,0.0,-508.2,-9640.0,-1556.0,0.0,0.0,100470
0.0,0.0,0.0,0.0,-15150.0,0.0,0.0,-70.0,0.0,0.0,0.0,100471
0.0,0.0,0.0,0.0,-13920.0,0.0,1264.0,-10700.0,1264.0,0.0,1.0,100472
0.0,0.0,0.0,0.0,-16250.0,0.0,1790.0,-3320.0,-1645.0,0.3333,0.0,100473
0.0,0.0,0.0,0.0,-23040.0,0.0,0.0,-1813.0,0.0,0.0,0.0,100474
0.0,0.0,0.0,0.0,-20160.0,0.0,6940.0,-91.0,-1525.0,0.5713,0.0,100475
0.0,0.0,0.0,0.0,-18460.0,0.0,196.0,-9290.0,-83.0,0.0,0.0,100476
0.0,0.0,0.0,0.0,-13710.0,0.0,388.0,-6190.0,266.0,0.0,1.0,100477
0.0,0.0,4725.0,6342.3276,-11940.0,1.923,4984.0,-973.0,-2240.0,0.3333,0.0,100478
0.0,0.0,0.0,0.0,-9496.0,0.0,27420.0,-4184.0,27420.0,1.0,0.0,100479
0.0,0.389,0.0,0.0,-10050.0,0.0,0.0,-4800.0,0.0,0.0,0.0,100480
0.0,0.09753,0.0,0.0,-17600.0,0.0,3684.0,-426.0,-1644.0,0.5,0.0,100481
0.0,0.0,19636.363,39132.203,-18580.0,0.75,-929.0,-12020.0,-1120.0,0.25,0.0,100482
0.0,0.0,0.0,0.0,-11350.0,0.0,16.0,-2512.0,-704.0,0.0,1.0,100485
0.0,0.0732,0.0,0.0,-23790.0,0.0,-861.0,-9470.0,-1631.0,0.0,0.0,100486
0.2837,0.0,7687.5,79245.54,-16480.0,0.791,0.0,-4650.0,0.0,0.0,0.0,100487
0.0,0.0,0.0,0.0,-15300.0,0.0,-335.5,-586.0,-1135.0,0.0,0.0,100488
0.0,0.0,0.0,0.0,-19840.0,0.0,-2224.0,-159.0,-2224.0,0.0,0.0,100489
0.0,0.0,0.0,0.0,-9680.0,0.0,0.0,-3800.0,0.0,0.0,1.0,100490
0.778,0.1892,12025.0,231200.34,-12020.0,2.777,0.0,-1199.0,0.0,0.0,0.0,100491
0.0,0.05264,0.0,0.0,-12664.0,0.0,71.5,-6584.0,-637.0,0.5,0.0,100492
0.2605,0.01047,11564.0625,109079.75,-18660.0,0.6978,386.0,-5770.0,-1233.0,0.3,0.0,100493
0.0,0.1538,0.0,0.0,-13496.0,0.0,161.0,-1138.0,-1447.0,0.1666,0.0,100495
0.0,0.2456,0.0,0.0,-18620.0,0.0,3612.0,-1340.0,3612.0,1.0,0.0,100496
0.0,0.0,0.0,0.0,-8960.0,0.0,-359.0,-3606.0,-359.0,0.0,0.0,100497
0.0,0.0,0.0,0.0,-16460.0,0.0,962.0,-5024.0,741.0,0.3333,0.0,100498
0.0,0.0909,0.0,0.0,-13230.0,0.0,0.0,-7236.0,0.0,0.0,0.0,100499
0.0,0.11536,0.0,0.0,-18530.0,0.0,16.5,-1778.0,-575.0,0.0,0.0,100500
0.0,0.0,0.0,0.0,-13816.0,0.0,-70.6,-29.0,-963.0,0.0,0.0,100501
0.0,0.373,0.0,0.0,-16120.0,0.0,1259.0,-3020.0,443.0,0.0,0.0,100502
0.0,0.2325,0.0,0.0,-22530.0,0.0,-135.9,-8610.0,-1651.0,0.25,0.0,100503
0.3655,0.2996,2025.0,48270.25,-18270.0,0.3118,1125.0,-7170.0,-2412.0,0.727,0.0,100504
0.1042,0.11975,6764.0625,154324.72,-17220.0,0.3542,-279.0,-5550.0,-1921.0,0.2727,0.0,100505
0.0,0.2142,0.0,0.0,-14670.0,0.0,0.0,-7984.0,0.0,0.0,0.0,100506
0.0,0.0,0.0,0.0,-7748.0,0.0,-394.0,-2576.0,-394.0,0.0,0.0,100507
0.0,0.0,0.0,0.0,-18270.0,0.0,-244.6,-4292.0,-1186.0,0.1111,0.0,100508
0.0,0.3333,0.0,0.0,-21980.0,0.0,1111.0,-8480.0,1111.0,0.0,0.0,100509
0.0,0.0,0.0,0.0,-11520.0,0.0,53.0,-4980.0,53.0,0.6665,0.0,100511
0.0,0.0,0.0,27175.443,-18340.0,2.363,0.0,-3256.0,0.0,0.0,0.0,100513
0.0,0.0,0.0,0.0,-15180.0,0.0,-315.0,-1856.0,-2416.0,0.1538,0.0,100514
0.0,0.03061,0.0,8938.348,-17660.0,0.0,1724.0,-1890.0,-1067.0,0.2222,0.0,100515
0.0,0.05356,0.0,0.0,-20800.0,0.0,-2004.0,-4204.0,-2644.0,0.25,0.0,100516
0.0,0.0,0.0,0.0,-22690.0,0.0,0.0,-13570.0,0.0,0.0,0.0,100518
0.0,0.0,8836.363,52328.23,-19020.0,1.272,-623.0,-7370.0,-2164.0,0.2,0.0,100519
0.0,0.0,0.0,0.0,-20140.0,0.0,0.0,-614.0,0.0,0.0,0.0,100520
0.0,0.0,0.0,0.0,-20530.0,0.0,-217.1,-8470.0,-1950.0,0.2222,0.0,100521
0.0,0.0,0.0,0.0,-10936.0,0.0,-198.0,-4756.0,-357.0,0.0,0.0,100522
0.0,0.05768,0.0,6278.5664,-18270.0,0.0,2218.0,-3518.0,-1349.0,0.4,0.0,100523
0.0,0.0,0.0,0.0,-10936.0,0.0,0.0,-173.0,0.0,0.0,0.0,100524
0.0,0.25,0.0,0.0,-15190.0,0.0,142.0,-1666.0,142.0,0.0,0.0,100525
0.0,0.02222,6950.0,5286.38,-13224.0,0.6665,0.0,-7304.0,0.0,0.0,0.0,100526
0.0,0.0,0.0,0.0,-9390.0,0.0,-377.0,-4144.0,-1085.0,0.4,0.0,100527
0.0,0.0,13750.0,113362.31,-14610.0,4.445,-700.0,-514.0,-1255.0,0.1,0.0,100528
0.0,0.0,0.0,0.0,-8856.0,0.0,0.0,-3456.0,0.0,0.0,0.0,100529
0.0,0.0,0.0,0.0,-18030.0,0.0,-1870.0,-3668.0,-1962.0,0.0,0.0,100530
0.6665,0.5713,0.0,37017.406,-12350.0,8.836,-1806.0,-4184.0,-2300.0,0.0,0.0,100531
0.4285,0.0,1285.7142,43241.996,-18430.0,2.285,0.0,-6340.0,0.0,0.0,0.0,100532
0.0,0.0,0.0,0.0,-15360.0,0.0,0.0,-2916.0,0.0,0.0,0.0,100533
0.0,0.03333,0.0,0.0,-13980.0,0.0,9670.0,-425.0,-2612.0,0.5713,0.0,100534
0.0,0.0408,0.0,0.0,-20480.0,0.0,303.0,-10560.0,303.0,0.5,0.0,100535
0.0,0.0,0.0,0.0,-14360.0,0.0,-935.0,-7324.0,-1911.0,0.125,0.0,100536
0.1459,0.03796,18234.375,133716.12,-11416.0,1.583,-415.8,-5596.0,-2164.0,0.25,0.0,100537
0.0,0.0,0.0,0.0,-16060.0,0.0,-287.8,-3116.0,-2576.0,0.1333,0.0,100538
0.0,0.01538,0.0,0.0,-14680.0,0.0,-884.0,-2156.0,-2464.0,0.2,0.0,100539
0.0,0.0,0.0,0.0,-9290.0,0.0,761.0,-823.0,761.0,1.0,1.0,100540
0.0,0.0,0.0,0.0,-10616.0,0.0,0.0,-3964.0,0.0,1.0,1.0,100541
0.06665,0.3425,20232.691,210978.77,-16380.0,2.3,2512.0,-7740.0,-1016.0,0.3,0.0,100542
0.0,0.0,0.0,0.0,-20180.0,0.0,14800.0,-9060.0,-1334.0,0.5,0.0,100543
0.0,0.0,0.0,0.0,-13580.0,0.0,163.5,-2716.0,-267.0,0.2,0.0,100544
0.0,0.0,0.0,0.0,-19060.0,0.0,1900.0,-1320.0,-519.0,0.3333,0.0,100545
0.0,0.0,0.0,0.0,-23540.0,0.0,-1140.0,-6396.0,-2712.0,0.0,0.0,100546
0.0,0.2,0.0,0.0,-10040.0,0.0,1772.0,-781.0,-2508.0,0.5,1.0,100547
0.0,0.0909,0.0,0.0,-16540.0,0.0,-761.0,-1484.0,-2160.0,0.0,0.0,100549
0.0714,0.1091,18932.143,101965.59,-13770.0,0.7856,589.5,-6904.0,-1719.0,0.5,0.0,100550
0.0,0.0,0.0,10695.964,-11980.0,12.586,-514.0,-2360.0,-514.0,0.0,0.0,100554
0.0,0.0476,20728.125,178034.11,-12296.0,6.188,-468.0,-81.0,-1788.0,0.5,0.0,100555
0.0641,0.006943,1840.909,22037.367,-22740.0,0.1794,0.0,-1583.0,0.0,0.0,0.0,100556
0.0,0.02083,0.0,0.0,-10824.0,0.0,-653.5,-4756.0,-2350.0,0.4,0.0,100557
0.0,0.1666,0.0,0.0,-19500.0,0.0,688.5,-7244.0,-192.0,0.5,0.0,100558
0.0,0.129,0.0,0.0,-20590.0,0.0,0.0,-5892.0,0.0,0.0,0.0,100559
0.0,0.0,0.0,0.0,-21150.0,0.0,-252.8,-8744.0,-1977.0,0.2106,0.0,100560
0.0,0.0345,0.0,0.0,-12230.0,0.0,563.5,-4130.0,-2418.0,0.1538,0.0,100562
0.0,0.0,0.0,0.0,-15224.0,0.0,-1217.0,-5920.0,-2148.0,0.2,0.0,100563
0.0,0.0,0.0,0.0,-16300.0,0.0,-1280.0,-8810.0,-2600.0,0.0,0.0,100564
0.0,0.0,0.0,0.0,-20930.0,0.0,0.0,-1377.0,0.0,0.0,0.0,100565
0.0,0.0,0.0,0.0,-18130.0,0.0,-652.0,-5120.0,-2520.0,0.3333,0.0,100566
0.0,0.0,0.0,0.0,-8064.0,0.0,15720.0,-738.0,351.0,0.5,1.0,100567
0.0,0.0,0.0,0.0,-13160.0,0.0,-1203.0,-7290.0,-1203.0,0.3333,0.0,100570
0.0,0.04,0.0,0.0,-9970.0,0.0,653.0,-456.0,653.0,0.0,0.0,100571
0.2188,0.0,710.15625,27965.467,-19100.0,0.375,-226.0,-9010.0,-367.0,0.0,0.0,100572
0.0,0.0,0.0,0.0,-13480.0,0.0,241.8,-2152.0,-528.0,0.0,0.0,100573
0.0,0.0,0.0,0.0,-18270.0,0.0,47.0,-12216.0,47.0,0.0,0.0,100574
0.0,0.0,0.0,0.0,-22450.0,0.0,-835.5,-1824.0,-838.0,0.0,0.0,100575
0.0,0.0,0.0,0.0,-12800.0,0.0,0.0,-6904.0,0.0,0.0,0.0,100576
0.0,0.0,90000.0,18117.963,-23170.0,0.4,-644.0,-17300.0,-2370.0,0.3,0.0,100577
0.0,0.0,0.0,0.0,-11176.0,0.0,342.0,-1505.0,293.0,0.0,0.0,100578
0.0,0.2666,0.0,0.0,-15950.0,0.0,27300.0,-3852.0,27300.0,1.0,0.0,100579
0.0,0.0857,0.0,0.0,-19000.0,0.0,-575.5,-6710.0,-1403.0,0.0,0.0,100580
0.0,0.03705,0.0,1186.5785,-19490.0,0.2942,-645.5,-919.0,-2590.0,0.6665,0.0,100581
0.0,0.0,0.0,0.0,-22830.0,0.0,-630.0,-8500.0,-2690.0,0.3,0.0,100582
